method,file,source_id,dice,iou,hausdorff_95,asd,precision,recall
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A19__2,0.9944895766556399,0.9890395500306555,1.0,0.09335611964821854,0.9984078575593129,0.9906019303421485
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A19__3,0.9952982691517633,0.9906405439467748,1.0,0.08367977632842694,0.9992786689249776,0.9913494536080844
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A19__4,0.9942321756288722,0.9885305052888639,1.0,0.09265721270602556,0.9994266770851153,0.9890913916254467
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A19__5,0.9905885274397814,0.981352554798396,1.0,0.30054913785198806,0.9903671888577175,0.9908099649785151
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A19__6,0.9945640595383733,0.9891868984529619,1.0,0.09610125794196882,0.9983200687845852,0.9908362070474557
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A20__2,0.9944432226376365,0.9889478595590808,1.0,0.4913283769482373,0.997260300827791,0.991642015078487
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A20__4,0.9954145688766914,0.9908709981625332,1.0,0.08029770061489785,0.9991373225629362,0.9917194539315566
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A20__1,0.9940295564343854,0.9881299821405236,1.0,0.09383809624979023,0.999262155167667,0.988851472847942
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A20__3,0.9944904821278262,0.9890413411822638,1.0,0.09045296538590941,0.9991723950795948,0.9898522414673704
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A20__5,0.9949581829255612,0.9899669506506406,1.0,0.08741688301766613,0.9988487028519957,0.9910978525936974
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A20__6,0.9943739955714792,0.9888109408393472,1.0,0.09610547315465348,0.9990123695867928,0.9897784940666341
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A21__1,0.9947526837047568,0.9895601486118226,1.0,0.11943482802027741,0.999061171623043,0.9904811972404521
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A21__2,0.9950442740355799,0.9901374242936637,1.0,0.08486371050188571,0.9987533492110747,0.9913626457515052
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A21__3,0.9944169972498722,0.988895988228005,1.0,0.09347879764777184,0.9991392548685897,0.9897391675063949
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A21__4,0.9902381323766443,0.9806650103626277,1.0,0.0939222029070468,0.999208653223973,0.9814272463369806
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A21__5,0.9946150636701013,0.9892878117916584,1.0,0.08952564019017618,0.9989854283991825,0.99028277135361
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A21__6,0.9953695284930807,0.9907817418677859,1.0,0.07526482730737553,0.9985934038041553,0.9921664022192567
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A22__1,0.9949672500185532,0.9899849035137619,1.0,0.08637034940512263,0.9992105379383447,0.9907598491359255
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A22__2,0.9940991243135141,0.9882674807645261,1.0,0.09393056154113122,0.9992613909541296,0.988989920932943
